"Division","Subject","Section","Type","Instructor","Capacity","Actual Registered","Registered","Seat Available","Room/Time","Final"
"SCI","ICEN212 Ecological Systems Analysis 4(4-0-8)","01","master","Raywadee Roachanakanan","20","15","15","5","1302 (Tue 12:00 - 15:50)","[Room-TBA]"
"SS","ICSP350 Evolutionary Psychology 4(4-0-8)","01","master","Douglas Lee RHEIN","40","10","10","30","3415 (Mon 18:00 - 19:50)                 3415 (Wed 18:00 - 19:50)","[Room-TBA]"
"SCI","ICEN341 Environmental Quality Analysis I 4(2-4-6)","01","master","Chulaporn KAMNERDPETCH","20","12","12","8","4121 (Thu 10:00 - 11:50)                 4411 (Thu 13:00 - 16:50)","Wed 05-04-2017 10:00 - 11:50 [3302 - Lecture Room]"
"BBA","ICMB201 Macroeconomics 4(4-0-8)","01","joint","Rattakarn KOMONRAT","40","0","0","2","1404 (Mon 10:00 - 11:50)                 1404 (Wed 10:00 - 11:50)","Sat 08-04-2017 12:00 - 13:50 [1402 - 1402]"
"SS","ICSP256 Industrial and Organizational Psychology 4(4-0-8)","01","master","Christin GROTHAUS","40","4","24","16","1315 (Tue 16:00 - 17:50)                 1315 (Thu 16:00 - 17:50)","Tue 04-04-2017 16:00 - 17:50 [1405 - Lecture Room]"
"THM","ICIH415 Lodging Property Management 4(3-2-7)","01","joint","Pisut YUWANOND","35","25","25","10","1504 (Thu 12:00 - 14:50)","Sun 09-04-2017 08:00 - 09:50 [1403 - 1403]"
"SS","ICSS253 Social Psychology 4(4-0-8)","01","joint","Christin GROTHAUS","20","20","20","0","1315 (Tue 14:00 - 15:50)                 1315 (Thu 14:00 - 15:50)","Tue 04-04-2017 14:00 - 15:50 [1405 - Lecture Room]"
"HLD","ICCM106 Intermediate English Communication III 4(4-0-8)","01","master","James WHITLAM","18","18","18","0","5311 (Mon 08:00 - 09:50)                 5311 (Wed 08:00 - 09:50)","[Room-TBA]"
"FAA","ICCD357 Animation 4(0-8-4)","01","master","Prang THARAWANICH","20","15","15","5","P318* (Tue 08:00 - 12:00)                 P318* (Tue 13:00 - 17:00)","[Room-TBA]"
"SS","ICSP355 Drug Use and Behavior 4(4-0-8)","01","master","Douglas Lee RHEIN","40","18","37","3","3302 (Mon 14:00 - 15:50)                 2303 (Wed 14:00 - 15:50)","[Room-TBA]"
"SS","ICSS355 Drug Use and Behavior 4(4-0-8)","01","joint","Douglas Lee RHEIN","20","19","19","1","3302 (Mon 14:00 - 15:50)                 2303 (Wed 14:00 - 15:50)","[Room-TBA]"
"SS","ICSS255 Abnormal Psychology 4(4-0-8)","01","joint","Douglas Lee RHEIN","20","21","21","-1","3302 (Mon 16:00 - 17:50)                 2303 (Wed 16:00 - 17:50)","[Room-TBA]"
"SS","ICSS114 Introduction to Economics 4(4-0-8)","01","master","Ruchi AGARWAL","40","17","17","23","3306 (Mon 08:00 - 09:50)                 3306 (Wed 08:00 - 09:50)","Fri 07-04-2017 12:00 - 13:50 [1502 - Lecture Room]"
"SS","ICSS256 Introduction to Industrial and Organizational Psychology 4(4-0-8)","01","joint","Christin GROTHAUS","20","20","20","0","1315 (Tue 16:00 - 17:50)                 1315 (Thu 16:00 - 17:50)","Tue 04-04-2017 16:00 - 17:50 [1405 - Lecture Room]"
"SCI","ICMA213 Calculus II 4(4-0-8)","01","master","Chinda TANGWONGSAN","25","14","28","-3","3303 (Sat 12:00 - 15:50)","Sat 08-04-2017 12:00 - 13:50 [3303 - Lecture Room]"
"HLD","ICLG330 Intermediate German: Oral Skills A 4(4-0-8)","01","master","Thomas KREY","20","17","18","2","5210 (Tue 08:00 - 09:50)                 5210 (Thu 08:00 - 09:50)","Tue 04-04-2017 08:00 - 09:50 [5210 - HLD Lecture Room]"
"FAA","ICMC102 Man and Arts for Media and Communication 4(4-0-8)","01","master","Wankwan POLACHAN","30","12","12","18","E3213 (Wed 08:00 - 12:00)","[Room-TBA]"
"HLD","ICLC212 Pre-Intermediate Chinese II 4(4-0-8)","01","master","Puvisa QIUJUAN","20","15","22","-2","5209 (Mon 12:00 - 13:50)                 5209 (Wed 12:00 - 13:50)","Tue 04-04-2017 12:00 - 13:50 [1418 - 1418]"
"BBA","ICMF378 Banking and Financial Institution Management 4(4-0-8)","01","master","Aman SAGGU","45","45","45","0","1402 (Tue 12:00 - 13:50)                 1402 (Thu 12:00 - 13:50)","Tue 04-04-2017 12:00 - 13:50 [1417 - Lecture Room]"
"HLD","ICHL101 Japanese I for Hospitality and Tourism Industry 4(4-0-8)","01","joint","Takayoshi FUJIWARA","20","1","1","2","5212 (Tue 08:00 - 09:50)                 5212 (Thu 08:00 - 09:50)","Tue 04-04-2017 08:00 - 09:50 [1314 - Lecture Room]"
"FAA","ICEM213 Audio Communication 4(0-8-4)","01","master","Krit VIRYASIRI","20","19","19","1","P316 (Mon 14:00 - 18:00)                 P316 (Wed 14:00 - 18:00)","[Room-TBA]"
"THM","ICTM400 Tourism Business Management 4(4-0-8)","01","master","Sompong AMNUAY-NGERNTRA","40","0","8","32","3317 (Mon 10:00 - 11:50)                 3420 (Wed 10:00 - 11:50)","Fri 07-04-2017 16:00 - 17:50 [Room-TBA]"
"THM","ICHT391 Hospitality Management: Internship I 12(0-36-12)","01","joint","Natetra TEVABANCHACHAI","31","32","32","-1","","[Room-TBA]"
"SCI","EGCI400 Moral and Ethical Studies for Computer Engineers 1(1-0-2)","01","master","Graham Keith  ROGERS","25","10","10","15","3412 (Wed 13:00 - 13:50)","[Room-TBA]"
"BBA","ICMB234 Management and Organizational Behavior 4(4-0-8)","01","master","Jesper DOPPING","40","40","40","0","2308 (Tue 12:00 - 13:50)                 2308 (Thu 12:00 - 13:50)","Wed 05-04-2017 13:00 - 15:50 [1512 - Computer Lab]"
"HLD","ICHL123 Chinese III for Hospitality and Tourism Industry 4(4-0-8)","01","joint","Zhang BO","14","2","2","2","5209 (Tue 12:00 - 13:50)                 5209 (Thu 12:00 - 13:50)","Tue 04-04-2017 12:00 - 13:50 [1405 - Lecture Room]"
"HLD","ICHM225 The Western Classical Ideal 4(4-0-8)","01","master","York Harry GUNTHER","30","30","30","0","3315 (Mon 16:00 - 17:50)                 3315 (Wed 16:00 - 17:50)","Mon 03-04-2017 18:00 - 19:50 [1418 - 1418]"
"FAA","ICMC101 Introduction to Media and Communication 4(4-0-8)","01","master","Nunnapan PUATHANAWAT","30","10","10","20","E3213 (Wed 13:00 - 17:00)","Wed 05-04-2017 14:00 - 15:50 [1303 - Lecture Room]"
"FAA","ICFP402 Film Production Senior Project I 4(0-12-4)","01","master","Bryan OTT","20","14","14","6","","[Room-TBA]"
"FAA","ICMC204 Research Methods and Basic Statistics in Communication and Cultural Studies 4(4-0-8)","01","master","Jerimiah F. Morris","30","14","14","16","E3213 (Tue 08:00 - 12:00)","Tue 04-04-2017 10:00 - 12:00 [E3213 - Lecture Room]"
"SS","ICSA314 Economic Problems in Southeast Asia 4(4-0-8)","01","master","Colin MACANDREWS","40","7","18","22","1303 (Tue 08:00 - 09:50)                 1303 (Thu 08:00 - 09:50)","Tue 04-04-2017 08:00 - 09:50 [1304 - Lecture Room]"
"THM","ICIH321 Marketing and Sales for Hospitality Industry 4(4-0-8)","01","joint","Ka tat Nixon CHEN","35","9","9","24","1306 (Tue 10:00 - 11:50)                 1306 (Thu 10:00 - 11:50)","Tue 04-04-2017 09:00 - 11:50 [3304 - Lecture Room]"
"SCI","ICBI433 Fermentation Technology 4(4-0-8)","01","master","Varongsiri KEMSAWASD","40","4","4","36","3316 (Wed 12:00 - 15:50)","[Room-TBA]"
"BBA","ICMB211 Fundamental Financial Accounting 4(4-0-8)","01","master","Thanyawee PRATOOMSUWAN","45","43","43","2","1407 (Mon 08:00 - 09:50)                 1407 (Fri 08:00 - 09:50)","Wed 05-04-2017 16:00 - 17:50 [1402 - 1402]"
"HLD","ICML161 Elementary Thai I 4(4-0-8)","01","master","Arpaporn IEMUBOL","20","13","13","7","5208 (Mon 14:00 - 15:50)                 5208 (Wed 14:00 - 15:50)","Tue 04-04-2017 14:00 - 15:50 [3306 - Lecture Room]"
"SCI","EGCI312 Professional Practices I 1(0-2-1)","01","master","Konglit HUNCHANGSITH","25","11","11","14","309/2 (Tue 12:00 - 13:50)","[Room-TBA]"
"FAA","ICMC105 Media, Communication, Art and Socio-Cultural Perspectives in Southeast Asia 4(4-0-8)","01","master","Jirayudh SINTHUPHAN","40","38","38","2","P320 (Fri 08:00 - 12:00)","[Room-TBA]"
"FAA","ICAP402 Animation Production Senior Project I 4(0-12-4)","01","master","Aaron SCHMIDT","20","11","11","9","","[Room-TBA]"
"BBA","ICBE447 Corporate Governance and Business Ethics 4(4-0-8)","01","joint","Roman MEINHOLD","40","4","4","1","2308 (Mon 10:00 - 11:50)                 2308 (Wed 10:00 - 11:50)","[Room-TBA]"
"SS","ICSP254 Theories of Personality 4(4-0-8)","01","master","Jaruwan SAKULKU","40","7","25","15","3302 (Tue 12:00 - 13:50)                 3302 (Thu 12:00 - 13:50)","[Room-TBA]"
"HLD","ICEG250 Introduction to Linguistics 4(4-0-8)","01","master","Julien Robert Phillippe HARDY","6","21","21","-15","5310 (Tue 12:00 - 13:50)                 5310 (Thu 12:00 - 13:50)","Mon 03-04-2017 16:00 - 17:50 [1306 - Lecture Room]"
"SS","ICSO402 Research Seminar 4(4-0-8)","01","master","Deekana TIPCHANTA","40","22","22","18","3316 (Fri 12:00 - 13:50)                 3316 (Fri 14:00 - 15:50)","[Room-TBA]"
"SCI","ICNS102 Principles of Mathematics 4(4-0-8)","01","master","Aram TANGBOONDOUANGJIT","25","13","21","4","3303 (Tue 12:00 - 13:50)                 3303 (Thu 12:00 - 13:50)","Sat 08-04-2017 10:00 - 11:50 [3303 - Lecture Room]"
"HLD","ICCM112 Advanced English Communication II 4(4-0-8)","01","master","Matthew FERGUSON","20","18","18","2","5312 (Mon 12:00 - 13:50)                 5312 (Wed 12:00 - 13:50)","Mon 03-04-2017 12:00 - 13:50 [1417 - Lecture Room]"
"SS","ICSP253 Introduction to Social Psychology 4(4-0-8)","01","master","Christin GROTHAUS","40","12","32","8","1315 (Tue 14:00 - 15:50)                 1315 (Thu 14:00 - 15:50)","Tue 04-04-2017 14:00 - 15:50 [1405 - Lecture Room]"
"HLD","ICPE123 Physical Education: Cycling 1(0-3-1)","01","master","Laird ALLAN","15","14","15","0","(Mon 08:00 - 09:50)","[Room-TBA]"
"HLD","ICPE122 Selected Topics in Sports (Cycling) 1(0-3-1)","01","joint","Laird ALLAN","15","1","1","0","(Mon 08:00 - 09:50)","[Room-TBA]"
"SS","ICSO370 Diplomacy and Negotiation 4(4-0-8)","01","master","Mike HAYES","40","40","40","0","1306 (Mon 08:00 - 09:50)                 1306 (Wed 08:00 - 09:50)","[Room-TBA]"
"SCI","ICNS105 Basic Mathematics 4(4-0-8)","01","master","Pannee PUTTHAPIBAN","25","11","11","14","1302 (Wed 08:00 - 11:50)","Sat 08-04-2017 08:00 - 09:50 [1303 - Lecture Room]"
"HLD","ICPE117 Physical Education : Mind and Body 1(0-3-1)","01","master","Sumon PANLEARTKITSAKUL","20","19","19","1","(Mon 10:00 - 11:50)","[Room-TBA]"
"SS","ICSS204 World History A (c. 1400 - 1763) 4(4-0-8)","01","joint","James Alastair WARREN","10","3","3","7","3316 (Tue 10:00 - 11:50)                 3304 (Thu 10:00 - 11:50)","Tue 04-04-2017 10:00 - 11:50 [1406 - 1406]"
"FAA","ICTP305 Television Documentary Production 4(4-0-8)","01","master","Leslie Oliver","30","25","25","5","P319 (Mon 13:00 - 17:00)","[Room-TBA]"
"THM","ICHT371 Sustainable Development for Hospitality and Tourism Industry 4(3-2-7)","01","joint","Nadezda SOROKINA","35","15","15","20","2302 (Wed 14:00 - 16:50)","Wed 05-04-2017 18:00 - 19:50 [1503 - Lecture Room]"
"BBA","ICMB371 Business Finance 4(4-0-8)","01","master","Sarayut NATHAPHAN","40","37","37","3","1405 (Mon 10:00 - 11:50)                 1405 (Wed 10:00 - 11:50)","Fri 07-04-2017 14:00 - 16:50 [1314 - Lecture Room]"
"BBA","ICBE341 Mathematics for Business and Economics 4(4-0-8)","01","master","Isabel Pereira RODRIGUES","40","3","3","37","1302 (Mon 12:00 - 13:50)                 1302 (Wed 12:00 - 13:50)","Mon 03-04-2017 12:00 - 13:50 [3302 - Lecture Room]"
"SCI","ICNS161 General Geology 4(3-2-7)","01","master","Prinya PUTTHAPIBAN","30","30","30","0","1314 (Fri 08:00 - 10:50)                 1314 (Fri 11:00 - 11:50)","Tue 04-04-2017 16:00 - 17:50 [1418 - 1418]"
"HLD","ICHM106 Moral and Ethical Studies 4(4-0-8)","01","master","Gerald MOSHAMMER","25","25","25","0","3306 (Tue 10:00 - 11:50)                 3302 (Thu 10:00 - 11:50)","Mon 03-04-2017 12:00 - 13:50 [1418 - 1418]"
"FAA","ICMC206 Basic Acting 4(0-8-4)","01","master","Wankwan POLACHAN","20","13","13","7","E3204 (Tue 08:00 - 12:00)                 E3204 (Tue 13:00 - 17:00)","[Room-TBA]"
"SCI","ICCH334 Physical Chemistry II 4(4-0-8)","01","master","Supachai SUPALUKNARI","30","7","7","23","3317 (Wed 14:00 - 15:50)                 3316 (Fri 16:00 - 17:50)","Wed 05-04-2017 14:00 - 15:50 [3305 - Lecture Room]"
"SCI","EGCI200 Engineering Mathematics 4(4-0-8)","01","master","Chuttchaval JERAPUTRA","25","17","17","8","3410 (Wed 14:00 - 15:50)                 3410 (Thu 12:00 - 13:50)","Wed 05-04-2017 14:00 - 15:50 [1302 - Lecture Room]"
"THM","ICTM370 Technology for Tourism Industry 4(4-0-8)","01","master","Laddawan JIANVITTAYAKIT","30","2","5","25","1404 (Tue 14:00 - 15:50)                 1404 (Thu 14:00 - 15:50)","Mon 03-04-2017 16:00 - 17:50 [1302 - Lecture Room]"
"SCI","EGCI491 Project Seminar 1(0-2-1)","01","master","Graham Keith  ROGERS","25","7","7","18","3412 (Wed 14:00 - 15:50)","[Room-TBA]"
"BBA","ICIS361 Database Systems 4(4-0-8)","01","master","Thadthong BHRAMMANEE","40","5","8","32","1513 (Sat 12:00 - 13:50)                 1513 (Sat 14:00 - 15:50)","Sat 08-04-2017 12:00 - 13:50 [1513 - Computer Lab]"
"THM","ICHT401 Strategic Planning and Management 4(4-0-8)","01","joint","Walanchalee WATTANACHAROENSIL","35","14","14","17","1404 (Tue 08:00 - 09:50)                 1404 (Thu 08:00 - 09:50)","Tue 04-04-2017 08:00 - 09:50 [1406 - 1406]"
"SCI","ICCH316 Modern Methods of Analysis 4(3-2-7)","01","master","Sirirat CHOOSAKOONKRAING","30","10","10","20","3306 (Thu 14:00 - 16:50)                 3306 (Fri 14:00 - 15:50)","Fri 07-04-2017 14:00 - 15:50 [3303 - Lecture Room]"
"SS","ICSO271 International Relations 4(4-0-8)","01","master","William Jones","40","12","21","19","1419 (Mon 16:00 - 17:50)                 1419 (Wed 16:00 - 17:50)","[Room-TBA]"
"BBA","ICMK420 Business-to-Business Marketing 4(4-0-8)","01","master","Chanchai Phonthanukitithaworn","40","31","37","3","1417 (Tue 10:00 - 11:50)                 1417 (Thu 10:00 - 11:50)","Tue 04-04-2017 10:00 - 11:50 [1403 - 1403]"
"SS","ICSA208 Modern History of Southeast Asia, c. 1800-1948 4(4-0-8)","01","joint","James Alastair WARREN","20","10","10","10","1305 (Tue 14:00 - 15:50)                 1305 (Thu 14:00 - 15:50)","Tue 04-04-2017 14:00 - 15:50 [3421 - Lecture Room]"
"HLD","ICLC312 Intermediate Chinese II 4(4-0-8)","01","master","Zhang BO","20","9","14","6","3421 (Mon 10:00 - 11:50)                 3421 (Wed 10:00 - 11:50)","Tue 04-04-2017 14:00 - 15:50 [1407 - Lecture Room]"
"SS","ICSO244 The United States and Canada since 1900 4(4-0-8)","01","master","Deekana TIPCHANTA","40","6","9","31","3415 (Tue 10:00 - 11:50)                 3415 (Thu 10:00 - 11:50)","[Room-TBA]"
"FAA","ICTV499 TV Production Final Project II 8(0-24-8)","01","master","Jintanant Chaya SUBHAMITR","10","1","1","9","","[Room-TBA]"
"HLD","ICLG212 Pre-Intermediate German II 4(4-0-8)","01","master","Jan STEVENER","20","6","12","8","5210 (Tue 16:00 - 17:50)                 5210 (Thu 16:00 - 17:50)","Tue 04-04-2017 14:00 - 15:50 [1406 - 1406]"
"SCI","EGCI232 Engineering Electronics 4(3-2-7)","01","master","Decha WILAIRAT","20","11","11","9","6273 (Mon 09:00 - 11:50)                 6273 (Wed 10:00 - 11:50)","Mon 03-04-2017 09:00 - 11:50 [1407 - Lecture Room]"
"HLD","ICHL165 German V for Hospitality and Tourism Industry 4(4-0-8)","01","joint","Jan STEVENER","20","6","6","8","5210 (Tue 16:00 - 17:50)                 5210 (Thu 16:00 - 17:50)","Tue 04-04-2017 14:00 - 15:50 [1406 - 1406]"
"SCI","ICFS213 General Microbiology for Food Science and Technology 4(3-2-7)","01","master","Tumnoon CHARASLERTRANGSI","25","18","18","7","3508 (Wed 08:00 - 09:50)                 3409 (Wed 14:00 - 16:50)","Wed 05-04-2017 14:00 - 16:50 [3303 - Lecture Room]"
"SCI","ICBI372 Utilization of Water and Wastewater Treatment 4(3-2-7)","01","master","Prayad POKETHITIYOOK","30","8","8","22","3316 (Tue 14:00 - 15:50)                 3316 (Thu 14:00 - 14:50)                 3316 (Thu 15:00 - 15:50)","Tue 04-04-2017 14:00 - 15:50 [3304 - Lecture Room]"
"SCI","ICEN319 Conservation Biology 4(4-0-8)","01","master","Ramesh BOONRATANA","30","12","12","18","3420 (Mon 10:00 - 11:50)                 3415 (Wed 10:00 - 11:50)","Mon 03-04-2017 10:00 - 11:50 [3302 - Lecture Room]"
"SCI","ICSC302 Scientific Research and Presentations 4(4-0-8)","01","master","Chayanant HONGFA","20","17","17","3","3316 (Mon 12:00 - 13:50)                 3302 (Wed 12:00 - 13:50)","[Room-TBA]"
"FAA","ICTP401 Seminar in Television Production Senior Project and Ethics 4(4-0-8)","01","master","Jintanant Chaya SUBHAMITR","30","9","9","21","P315 (Wed 08:00 - 12:00)","[Room-TBA]"
"BBA","ICBE442 International Finance 4(4-0-8)","01","master","Yingyot CHIARAVUTTHI","40","14","14","26","1405 (Tue 08:00 - 09:50)                 1405 (Thu 08:00 - 09:50)","Tue 04-04-2017 08:00 - 09:50 [1405 - Lecture Room]"
"BBA","ICMB231 Business Communication 4(4-0-8)","01","master","Xiaoxia WEI","40","39","41","-1","1315 (Tue 08:00 - 09:50)                 1315 (Thu 08:00 - 09:50)","Fri 07-04-2017 18:00 - 19:50 [1418 - 1418]"
"HLD","ICHL103 Japanese III for Hospitality and Tourism Industry 4(4-0-8)","01","joint","Takayoshi FUJIWARA","20","4","4","10","5212 (Tue 12:00 - 13:50)                 5212 (Thu 12:00 - 13:50)","Mon 03-04-2017 14:00 - 15:50 [3305 - Lecture Room]"
"BBA","ICBE343 Intermediate Macroeconomics 4(4-0-8)","01","master","Yingyot CHIARAVUTTHI","40","36","36","4","1405 (Tue 10:00 - 11:50)                 1405 (Thu 10:00 - 11:50)","Wed 05-04-2017 16:00 - 17:50 [1406 - 1406]"
"SCI","ICFS492 Senior Project in Food Science and Technology 6(0-12-6)","01","master","Nirutchara LAOHAPRASIT","25","5","5","20","","[Room-TBA]"
"SCI","ICCH211 General Chemistry II 4(4-0-8)","01","master","Taweetham LIMPANUPARB","40","21","21","19","3317 (Mon 08:00 - 09:50)                 3317 (Wed 08:00 - 09:50)","Wed 05-04-2017 08:00 - 09:50 [1503 - Lecture Room]"
"SS","ICSA211 Economics of Southeast Asia 4(4-0-8)","01","master","Matthew Phillip COPELAND","40","8","25","15","2302 (Mon 12:00 - 13:50)                 2302 (Wed 12:00 - 13:50)","[Room-TBA]"
"HLD","ICHL145 French V for Hospitality and Tourism Industry 4(4-0-8)","01","joint","Agnieszka ATTHASIT","20","7","7","1","5211 (Mon 12:00 - 13:50)                 5211 (Wed 12:00 - 13:50)","[Room-TBA]"
"BBA","ICMB202 Microeconomics 4(4-0-8)","01","joint","Pandej CHINTRAKARN","40","0","0","3","1314 (Mon 12:00 - 13:50)                 1314 (Wed 12:00 - 13:50)","Mon 03-04-2017 18:00 - 19:50 [1315 - Lecture Room]"
"SS","ICSS216 Introduction to the Economics of Southeast Asia 4(4-0-8)","01","joint","Matthew Phillip COPELAND","20","17","17","3","2302 (Mon 12:00 - 13:50)                 2302 (Wed 12:00 - 13:50)","[Room-TBA]"
"SCI","ICMA106 Calculus I 4(4-0-8)","01","joint","Aram TANGBOONDOUANGJIT","25","8","8","4","3303 (Tue 12:00 - 13:50)                 3303 (Thu 12:00 - 13:50)","Sat 08-04-2017 10:00 - 11:50 [3303 - Lecture Room]"
"SCI","ICNS152 Southeast Asian Ecology 4(3-2-7)","01","master","Ramesh BOONRATANA","30","30","30","0","3305 (Tue 08:00 - 09:50)                 3305 (Thu 08:00 - 08:50)                 3305 (Thu 09:00 - 09:50)","Wed 05-04-2017 12:00 - 13:50 [1502 - Lecture Room]"
"THM","ICMS301 Management and Organizational Behavior 4(4-0-8)","01","master","Michael NAGLIS","40","1","18","22","1315 (Mon 10:00 - 11:50)                 1315 (Wed 10:00 - 11:50)","Fri 07-04-2017 10:00 - 11:50 [1417 - Lecture Room]"
"SCI","ICMA322 Advanced Calculus 4(4-0-8)","01","master","Thotsaporn THANATIPANONDA","25","6","6","19","3410 (Wed 12:00 - 13:50)                 3410 (Fri 12:00 - 13:50)","Fri 07-04-2017 12:00 - 13:50 [Room-TBA]"
"HLD","ICHM103 Introduction to Logic 4(4-0-8)","01","master","Elaine WONG","30","26","26","4","3421 (Tue 12:00 - 13:50)                 3421 (Thu 12:00 - 13:50)","Fri 07-04-2017 16:00 - 18:50 [1502 - Lecture Room]"
"SCI","ICCS201 Computer Programming I 4(3-2-7)","01","joint","Kanat TANGWONGSAN","20","4","4","12","1514/1 (Tue 10:00 - 12:50)                 1514/1 (Thu 10:00 - 11:50)","Tue 04-04-2017 10:00 - 12:50 [1514/1 - Computer Lab]"
"THM","ICHT221 Fundamental Marketing 4(4-0-8)","01","joint","Kaewta MUANGASAME","35","20","20","15","3304 (Tue 10:00 - 11:50)                 1502 (Thu 10:00 - 11:50)","Fri 07-04-2017 10:00 - 11:50 [1305 - Lecture Room]"
"BBA","ICMK316 Consumer Behavior 4(4-0-8)","01","master","Kandapa THANASUTA","40","40","40","0","1305 (Mon 08:00 - 09:50)                 1406 (Wed 08:00 - 09:50)","Wed 05-04-2017 08:00 - 09:50 [1417 - Lecture Room]"
"SCI","ICBI328 Essential Pharmacology 4(4-0-8)","01","master","Chulathida CHOMCHAI","30","20","20","10","3316 (Thu 08:00 - 11:50)","Mon 03-04-2017 09:00 - 11:50 [3315 - Lecture Room]"
"SCI","ICCH442 Inorganic Chemistry II 4(4-0-8)","01","master","Radchada BUNTEM","30","6","6","24","3317 (Thu 08:00 - 11:50)","Sat 08-04-2017 09:00 - 11:50 [Room-TBA]"
"SCI","ICBI309 Pathobiology 4(3-2-7)","01","master","Wannee JIRAUNGKOORSKUL","25","7","7","18","3409 (Sat 09:00 - 11:50)                 1506 (Sat 12:00 - 13:50)","Sat 08-04-2017 10:00 - 11:50 [3302 - Lecture Room]"
"THM","ICTM413 Service Quality Management 4(4-0-8)","01","master","Suwadee TALAWANICH","40","3","21","19","1404 (Fri 08:00 - 09:50)                 1404 (Fri 10:00 - 11:50)","Fri 07-04-2017 08:00 - 09:50 [1306 - Lecture Room]"
"HLD","ICHM107 Introduction to Asian Philosophy 4(4-0-8)","01","master","Pathompong BODHIPRASIDDHINAND","30","29","29","1","3422 (Tue 08:00 - 09:50)                 3422 (Thu 08:00 - 09:50)","Sun 09-04-2017 08:00 - 09:50 [1504 - Lecture Room]"
"SCI","ICMA215 Calculus 4(4-0-8)","01","joint","Chinda TANGWONGSAN","25","14","14","-3","3303 (Sat 12:00 - 15:50)","Sat 08-04-2017 12:00 - 13:50 [3303 - Lecture Room]"
"FAA","ICFP203 Film Directing 4(4-0-8)","01","master","Bryan OTT","20","17","17","3","P320 (Tue 10:00 - 12:00)                 P320 (Thu 10:00 - 12:00)","[Room-TBA]"
"HLD","ICPE101 Physical Education : Badminton 1(0-3-1)","01","master","Kittipong THONGPAE","30","29","29","1","(Tue 12:00 - 13:50)","[Room-TBA]"
"SCI","ICCH443 Special Topics in Inorganic Chemistry 2(2-0-4)","01","master","Radchada BUNTEM","30","2","2","28","3317 (Sat 12:00 - 13:50)","Sat 08-04-2017 08:00 - 09:50 [3305 - Lecture Room]"
"THM","ICIH322 Consumer Behavior in Hospitality Industry 4(4-0-8)","01","joint","Gary WADDELL","32","9","9","23","1419 (Mon 08:00 - 09:50)                 1513 (Wed 08:00 - 09:50)","Wed 05-04-2017 18:00 - 19:50 [1402 - 1402]"
"SCI","ICCS202 Intermediate Computer Programming 4(3-2-7)","01","master","Kanat TANGWONGSAN","20","15","15","5","1514/1 (Tue 14:00 - 15:50)                 1514/1 (Thu 14:00 - 14:50)                 1514/1 (Thu 15:00 - 16:50)","Tue 04-04-2017 14:00 - 16:50 [1514 - Computer Lab]"
"SCI","EGCI351 Operating Systems 4(4-0-8)","01","master","Thanadol PRITRANAN","25","24","24","1","3407 (Tue 10:00 - 11:50)                 3407 (Thu 12:00 - 13:50)","[Room-TBA]"
"SCI","ICPY212 General Physics II 4(4-0-8)","01","master","Weerapong PHADUNGSUKANAN","25","5","5","20","1305 (Tue 10:00 - 11:50)                 1305 (Thu 10:00 - 11:50)","Tue 04-04-2017 10:00 - 11:50 [3306 - Lecture Room]"
"BBA","ICMI357 Business Communication 4(4-0-8)","01","joint","Xiaoxia WEI","40","2","2","-1","1315 (Tue 08:00 - 09:50)                 1315 (Thu 08:00 - 09:50)","Fri 07-04-2017 18:00 - 19:50 [1418 - 1418]"
"HLD","ICCM204 Creative Writing 4(4-0-8)","01","master","Mark Conrad RODELL","20","20","20","0","5310 (Mon 08:00 - 09:50)                 5310 (Wed 08:00 - 09:50)","Mon 03-04-2017 08:00 - 09:50 [1303 - Lecture Room]"
"THM","ICIH435 Principles of Tour Guiding 4(3-2-7)","01","joint","Sompong AMNUAY-NGERNTRA","20","4","4","16","1404 (Fri 12:00 - 14:50)","Fri 07-04-2017 12:00 - 13:50 [3302 - Lecture Room]"
"THM","ICIH361 Ethics in Hospitality Operation 4(4-0-8)","01","joint","Veerades PANVISAVAS","30","30","30","0","2303 (Mon 08:00 - 09:50)                 2303 (Wed 08:00 - 09:50)","Tue 04-04-2017 08:00 - 09:50 [1403 - 1403]"
"HLD","ICCM104 Intermediate English Communication I 4(4-0-8)","01","master","Phillip STIENS","20","14","14","6","5307 (Mon 08:00 - 09:50)                 5307 (Wed 08:00 - 09:50)","Mon 03-04-2017 12:00 - 13:50 [1502 - Lecture Room]"
"BBA","ICMF478 Risk Management 4(4-0-8)","01","master","Woraphon  WATTANATORN","40","35","35","5","3422 (Wed 10:00 - 11:50)                 3422 (Fri 10:00 - 11:50)","Fri 07-04-2017 10:00 - 11:50 [1502 - Lecture Room]"
"BBA","ICMI457 International Business Negotiations 4(4-0-8)","01","master","Supara KAPASUWAN","42","42","42","0","1503 (Mon 12:00 - 13:50)                 1503 (Wed 12:00 - 13:50)","Wed 05-04-2017 12:00 - 13:50 [1417 - Lecture Room]"
"THM","ICTM414 Ethics in Hospitality Operations 4(4-0-8)","01","master","Veerades PANVISAVAS","40","7","37","3","2303 (Mon 08:00 - 09:50)                 2303 (Wed 08:00 - 09:50)","Tue 04-04-2017 08:00 - 09:50 [1403 - 1403]"
